year,grupo,pct
2009,Chilenos,17.955077215088124
2011,Chilenos,20.13852198388073
2013,Chilenos,23.14378824420137
2015,Chilenos,24.99981318626893
2020,Chilenos,47.487135493882555
2022,Chilenos,49.703569215296525
2024,Chilenos,54.538732729814726
2009,Migrantes,29.90852859992344
2011,Migrantes,27.575371078947853
2013,Migrantes,31.70335289391025
2015,Migrantes,30.775456823544474
2020,Migrantes,63.36897609730107
2022,Migrantes,48.89173465955834
2024,Migrantes,47.37347833557115
