year,grupo,pct
2013,Chilenos,20.352783010786332
2013,Migrantes,24.939067386105833
2015,Chilenos,19.070442698596864
2015,Migrantes,25.466514290725623
2022,Chilenos,13.828495464606435
2022,Migrantes,29.762575447683876
2024,Chilenos,16.79711267185186
2024,Migrantes,28.844233386852046
