year,grupo,pct
2009,Chilenos,13.135525910920599
2009,Migrantes,6.9852806393665
2011,Chilenos,12.880878605186988
2011,Migrantes,3.4810873813722387
2013,Chilenos,12.90553727926482
2013,Migrantes,4.3869038018855475
2015,Chilenos,13.009824906728488
2015,Migrantes,2.5768120951228837
2020,Chilenos,11.87489852487052
2020,Migrantes,2.148424464006289
2022,Chilenos,12.179942454792398
2022,Migrantes,2.7226000369728225
2024,Chilenos,11.965195588397371
2024,Migrantes,3.742303217287856
